Date,positions
2019-03-11,"[{'sid': Equity(2 [AAPL]), 'amount': 692, 'cost_basis': 26.459750336437978, 'last_sale_price': 44.72}]"
2019-03-12,"[{'sid': Equity(2 [AAPL]), 'amount': 692, 'cost_basis': 26.459750336437978, 'last_sale_price': 45.230000000000004}]"
2019-03-13,"[{'sid': Equity(2 [AAPL]), 'amount': 692, 'cost_basis': 26.459750336437978, 'last_sale_price': 45.43}]"
2019-03-14,"[{'sid': Equity(2 [AAPL]), 'amount': 692, 'cost_basis': 26.459750336437978, 'last_sale_price': 45.93}]"
2019-03-15,"[{'sid': Equity(2 [AAPL]), 'amount': 692, 'cost_basis': 26.459750336437978, 'last_sale_price': 46.53}]"
2019-03-18,"[{'sid': Equity(2 [AAPL]), 'amount': 692, 'cost_basis': 26.459750336437978, 'last_sale_price': 47.01}]"
2019-03-19,"[{'sid': Equity(2 [AAPL]), 'amount': 692, 'cost_basis': 26.459750336437978, 'last_sale_price': 46.63}]"
2019-03-20,"[{'sid': Equity(2 [AAPL]), 'amount': 692, 'cost_basis': 26.459750336437978, 'last_sale_price': 47.04}]"
2019-03-21,"[{'sid': Equity(2 [AAPL]), 'amount': 692, 'cost_basis': 26.459750336437978, 'last_sale_price': 48.77}]"
2019-03-22,"[{'sid': Equity(2 [AAPL]), 'amount': 692, 'cost_basis': 26.459750336437978, 'last_sale_price': 47.76}]"
2019-03-25,"[{'sid': Equity(2 [AAPL]), 'amount': 692, 'cost_basis': 26.459750336437978, 'last_sale_price': 47.19}]"
2019-03-26,"[{'sid': Equity(2 [AAPL]), 'amount': 692, 'cost_basis': 26.459750336437978, 'last_sale_price': 46.7}]"
2019-03-27,"[{'sid': Equity(2 [AAPL]), 'amount': 692, 'cost_basis': 26.459750336437978, 'last_sale_price': 47.12}]"
2019-03-28,"[{'sid': Equity(2 [AAPL]), 'amount': 692, 'cost_basis': 26.459750336437978, 'last_sale_price': 47.18}]"
2019-03-29,"[{'sid': Equity(2 [AAPL]), 'amount': 692, 'cost_basis': 26.459750336437978, 'last_sale_price': 47.49}]"
2019-04-01,"[{'sid': Equity(2 [AAPL]), 'amount': 692, 'cost_basis': 26.459750336437978, 'last_sale_price': 47.81}]"
2019-04-02,"[{'sid': Equity(2 [AAPL]), 'amount': 692, 'cost_basis': 26.459750336437978, 'last_sale_price': 48.51}]"
2019-04-03,"[{'sid': Equity(2 [AAPL]), 'amount': 692, 'cost_basis': 26.459750336437978, 'last_sale_price': 48.84}]"
2019-04-04,"[{'sid': Equity(2 [AAPL]), 'amount': 692, 'cost_basis': 26.459750336437978, 'last_sale_price': 48.92}]"
2019-04-05,"[{'sid': Equity(2 [AAPL]), 'amount': 692, 'cost_basis': 26.459750336437978, 'last_sale_price': 49.25}]"
2019-04-08,"[{'sid': Equity(2 [AAPL]), 'amount': 692, 'cost_basis': 26.459750336437978, 'last_sale_price': 50.03}]"
2019-04-09,"[{'sid': Equity(2 [AAPL]), 'amount': 692, 'cost_basis': 26.459750336437978, 'last_sale_price': 49.88}]"
2019-04-10,"[{'sid': Equity(2 [AAPL]), 'amount': 692, 'cost_basis': 26.459750336437978, 'last_sale_price': 50.15}]"
2019-04-11,"[{'sid': Equity(2 [AAPL]), 'amount': 692, 'cost_basis': 26.459750336437978, 'last_sale_price': 49.74}]"
2019-04-12,"[{'sid': Equity(2 [AAPL]), 'amount': 692, 'cost_basis': 26.459750336437978, 'last_sale_price': 49.72}]"
2019-04-15,"[{'sid': Equity(2 [AAPL]), 'amount': 692, 'cost_basis': 26.459750336437978, 'last_sale_price': 49.81}]"
2019-04-16,"[{'sid': Equity(2 [AAPL]), 'amount': 692, 'cost_basis': 26.459750336437978, 'last_sale_price': 49.81}]"
2019-04-17,"[{'sid': Equity(2 [AAPL]), 'amount': 692, 'cost_basis': 26.459750336437978, 'last_sale_price': 50.78}]"
2019-04-18,"[{'sid': Equity(2 [AAPL]), 'amount': 692, 'cost_basis': 26.459750336437978, 'last_sale_price': 50.97}]"
2019-04-22,"[{'sid': Equity(2 [AAPL]), 'amount': 692, 'cost_basis': 26.459750336437978, 'last_sale_price': 51.13}]"
2019-04-23,"[{'sid': Equity(2 [AAPL]), 'amount': 692, 'cost_basis': 26.459750336437978, 'last_sale_price': 51.870000000000005}]"
2019-04-24,"[{'sid': Equity(2 [AAPL]), 'amount': 692, 'cost_basis': 26.459750336437978, 'last_sale_price': 51.79}]"
2019-04-25,"[{'sid': Equity(2 [AAPL]), 'amount': 692, 'cost_basis': 26.459750336437978, 'last_sale_price': 51.32}]"
2019-04-26,"[{'sid': Equity(2 [AAPL]), 'amount': 692, 'cost_basis': 26.459750336437978, 'last_sale_price': 51.08}]"
2019-04-29,"[{'sid': Equity(2 [AAPL]), 'amount': 692, 'cost_basis': 26.459750336437978, 'last_sale_price': 51.15}]"
2019-04-30,"[{'sid': Equity(2 [AAPL]), 'amount': 692, 'cost_basis': 26.459750336437978, 'last_sale_price': 50.17}]"
2019-05-01,"[{'sid': Equity(2 [AAPL]), 'amount': 692, 'cost_basis': 26.459750336437978, 'last_sale_price': 52.63}]"
2019-05-02,"[{'sid': Equity(2 [AAPL]), 'amount': 692, 'cost_basis': 26.459750336437978, 'last_sale_price': 52.29}]"
2019-05-03,"[{'sid': Equity(2 [AAPL]), 'amount': 692, 'cost_basis': 26.459750336437978, 'last_sale_price': 52.94}]"
2019-05-06,"[{'sid': Equity(2 [AAPL]), 'amount': 692, 'cost_basis': 26.459750336437978, 'last_sale_price': 52.120000000000005}]"
2019-05-07,"[{'sid': Equity(2 [AAPL]), 'amount': 692, 'cost_basis': 26.459750336437978, 'last_sale_price': 50.72}]"
2019-05-08,"[{'sid': Equity(2 [AAPL]), 'amount': 692, 'cost_basis': 26.459750336437978, 'last_sale_price': 50.72}]"
2019-05-09,"[{'sid': Equity(2 [AAPL]), 'amount': 692, 'cost_basis': 26.459750336437978, 'last_sale_price': 50.18}]"
2019-05-10,"[{'sid': Equity(2 [AAPL]), 'amount': 692, 'cost_basis': 26.459750336437978, 'last_sale_price': 49.29}]"
2019-05-13,"[{'sid': Equity(2 [AAPL]), 'amount': 692, 'cost_basis': 26.459750336437978, 'last_sale_price': 46.43}]"
2019-05-14,"[{'sid': Equity(2 [AAPL]), 'amount': 563, 'cost_basis': 26.460437725425546, 'last_sale_price': 47.17}]"
2019-05-15,"[{'sid': Equity(2 [AAPL]), 'amount': 556, 'cost_basis': 26.46047549520972, 'last_sale_price': 47.730000000000004}]"
2019-05-16,"[{'sid': Equity(2 [AAPL]), 'amount': 556, 'cost_basis': 26.46047549520972, 'last_sale_price': 47.52}]"
2019-05-17,"[{'sid': Equity(2 [AAPL]), 'amount': 556, 'cost_basis': 26.46047549520972, 'last_sale_price': 47.25}]"
2019-05-20,"[{'sid': Equity(2 [AAPL]), 'amount': 556, 'cost_basis': 26.46047549520972, 'last_sale_price': 45.77}]"
2019-05-21,"[{'sid': Equity(2 [AAPL]), 'amount': 556, 'cost_basis': 26.46047549520972, 'last_sale_price': 46.65}]"
2019-05-22,"[{'sid': Equity(2 [AAPL]), 'amount': 556, 'cost_basis': 26.46047549520972, 'last_sale_price': 45.69}]"
2019-05-23,"[{'sid': Equity(2 [AAPL]), 'amount': 556, 'cost_basis': 26.46047549520972, 'last_sale_price': 44.92}]"
2019-05-24,"[{'sid': Equity(2 [AAPL]), 'amount': 556, 'cost_basis': 26.46047549520972, 'last_sale_price': 44.74}]"
2019-05-28,"[{'sid': Equity(2 [AAPL]), 'amount': 556, 'cost_basis': 26.46047549520972, 'last_sale_price': 44.56}]"
2019-05-29,"[{'sid': Equity(2 [AAPL]), 'amount': 556, 'cost_basis': 26.46047549520972, 'last_sale_price': 44.35}]"
2019-05-30,"[{'sid': Equity(2 [AAPL]), 'amount': 556, 'cost_basis': 26.46047549520972, 'last_sale_price': 44.58}]"
2019-05-31,"[{'sid': Equity(2 [AAPL]), 'amount': 556, 'cost_basis': 26.46047549520972, 'last_sale_price': 43.77}]"
2019-06-03,"[{'sid': Equity(2 [AAPL]), 'amount': 556, 'cost_basis': 26.46047549520972, 'last_sale_price': 43.33}]"
2019-06-04,"[{'sid': Equity(2 [AAPL]), 'amount': 556, 'cost_basis': 26.46047549520972, 'last_sale_price': 44.910000000000004}]"
2019-06-05,"[{'sid': Equity(2 [AAPL]), 'amount': 556, 'cost_basis': 26.46047549520972, 'last_sale_price': 45.63}]"
2019-06-06,"[{'sid': Equity(2 [AAPL]), 'amount': 556, 'cost_basis': 26.46047549520972, 'last_sale_price': 46.31}]"
2019-06-07,"[{'sid': Equity(2 [AAPL]), 'amount': 556, 'cost_basis': 26.46047549520972, 'last_sale_price': 47.54}]"
2019-06-10,"[{'sid': Equity(2 [AAPL]), 'amount': 556, 'cost_basis': 26.46047549520972, 'last_sale_price': 48.15}]"
2019-06-11,"[{'sid': Equity(2 [AAPL]), 'amount': 556, 'cost_basis': 26.46047549520972, 'last_sale_price': 48.7}]"
2019-06-12,"[{'sid': Equity(2 [AAPL]), 'amount': 556, 'cost_basis': 26.46047549520972, 'last_sale_price': 48.550000000000004}]"
2019-06-13,"[{'sid': Equity(2 [AAPL]), 'amount': 556, 'cost_basis': 26.46047549520972, 'last_sale_price': 48.54}]"
2019-06-14,"[{'sid': Equity(2 [AAPL]), 'amount': 556, 'cost_basis': 26.46047549520972, 'last_sale_price': 48.19}]"
2019-06-17,"[{'sid': Equity(2 [AAPL]), 'amount': 556, 'cost_basis': 26.46047549520972, 'last_sale_price': 48.47}]"
2019-06-18,"[{'sid': Equity(2 [AAPL]), 'amount': 556, 'cost_basis': 26.46047549520972, 'last_sale_price': 49.61}]"
2019-06-19,"[{'sid': Equity(2 [AAPL]), 'amount': 556, 'cost_basis': 26.46047549520972, 'last_sale_price': 49.47}]"
2019-06-20,"[{'sid': Equity(2 [AAPL]), 'amount': 556, 'cost_basis': 26.46047549520972, 'last_sale_price': 49.870000000000005}]"
2019-06-21,"[{'sid': Equity(2 [AAPL]), 'amount': 556, 'cost_basis': 26.46047549520972, 'last_sale_price': 49.69}]"
2019-06-24,"[{'sid': Equity(2 [AAPL]), 'amount': 556, 'cost_basis': 26.46047549520972, 'last_sale_price': 49.65}]"
2019-06-25,"[{'sid': Equity(2 [AAPL]), 'amount': 556, 'cost_basis': 26.46047549520972, 'last_sale_price': 48.89}]"
2019-06-26,"[{'sid': Equity(2 [AAPL]), 'amount': 556, 'cost_basis': 26.46047549520972, 'last_sale_price': 49.95}]"
2019-06-27,"[{'sid': Equity(2 [AAPL]), 'amount': 556, 'cost_basis': 26.46047549520972, 'last_sale_price': 49.94}]"
2019-06-28,"[{'sid': Equity(2 [AAPL]), 'amount': 556, 'cost_basis': 26.46047549520972, 'last_sale_price': 49.480000000000004}]"
2019-07-01,"[{'sid': Equity(2 [AAPL]), 'amount': 556, 'cost_basis': 26.46047549520972, 'last_sale_price': 50.39}]"
2019-07-02,"[{'sid': Equity(2 [AAPL]), 'amount': 556, 'cost_basis': 26.46047549520972, 'last_sale_price': 50.68}]"
2019-07-03,"[{'sid': Equity(2 [AAPL]), 'amount': 556, 'cost_basis': 26.46047549520972, 'last_sale_price': 51.1}]"
2019-07-05,"[{'sid': Equity(2 [AAPL]), 'amount': 556, 'cost_basis': 26.46047549520972, 'last_sale_price': 51.06}]"
2019-07-08,"[{'sid': Equity(2 [AAPL]), 'amount': 556, 'cost_basis': 26.46047549520972, 'last_sale_price': 50.01}]"
2019-07-09,"[{'sid': Equity(2 [AAPL]), 'amount': 556, 'cost_basis': 26.46047549520972, 'last_sale_price': 50.31}]"
2019-07-10,"[{'sid': Equity(2 [AAPL]), 'amount': 556, 'cost_basis': 26.46047549520972, 'last_sale_price': 50.81}]"
2019-07-11,"[{'sid': Equity(2 [AAPL]), 'amount': 556, 'cost_basis': 26.46047549520972, 'last_sale_price': 50.44}]"
2019-07-12,"[{'sid': Equity(2 [AAPL]), 'amount': 556, 'cost_basis': 26.46047549520972, 'last_sale_price': 50.83}]"
2019-07-15,"[{'sid': Equity(2 [AAPL]), 'amount': 556, 'cost_basis': 26.46047549520972, 'last_sale_price': 51.300000000000004}]"
2019-07-16,"[{'sid': Equity(2 [AAPL]), 'amount': 556, 'cost_basis': 26.46047549520972, 'last_sale_price': 51.120000000000005}]"
2019-07-17,"[{'sid': Equity(2 [AAPL]), 'amount': 556, 'cost_basis': 26.46047549520972, 'last_sale_price': 50.84}]"
2019-07-18,"[{'sid': Equity(2 [AAPL]), 'amount': 556, 'cost_basis': 26.46047549520972, 'last_sale_price': 51.42}]"
2019-07-19,"[{'sid': Equity(2 [AAPL]), 'amount': 556, 'cost_basis': 26.46047549520972, 'last_sale_price': 50.65}]"
2019-07-22,"[{'sid': Equity(2 [AAPL]), 'amount': 556, 'cost_basis': 26.46047549520972, 'last_sale_price': 51.81}]"
2019-07-23,"[{'sid': Equity(2 [AAPL]), 'amount': 556, 'cost_basis': 26.46047549520972, 'last_sale_price': 52.21}]"
2019-07-24,"[{'sid': Equity(2 [AAPL]), 'amount': 556, 'cost_basis': 26.46047549520972, 'last_sale_price': 52.17}]"
2019-07-25,"[{'sid': Equity(2 [AAPL]), 'amount': 556, 'cost_basis': 26.46047549520972, 'last_sale_price': 51.76}]"
2019-07-26,"[{'sid': Equity(2 [AAPL]), 'amount': 556, 'cost_basis': 26.46047549520972, 'last_sale_price': 51.94}]"
2019-07-29,"[{'sid': Equity(2 [AAPL]), 'amount': 556, 'cost_basis': 26.46047549520972, 'last_sale_price': 52.42}]"
2019-07-30,"[{'sid': Equity(2 [AAPL]), 'amount': 556, 'cost_basis': 26.46047549520972, 'last_sale_price': 52.19}]"
2019-07-31,"[{'sid': Equity(2 [AAPL]), 'amount': 556, 'cost_basis': 26.46047549520972, 'last_sale_price': 53.26}]"
2019-08-01,"[{'sid': Equity(2 [AAPL]), 'amount': 556, 'cost_basis': 26.46047549520972, 'last_sale_price': 52.11}]"
2019-08-02,"[{'sid': Equity(2 [AAPL]), 'amount': 556, 'cost_basis': 26.46047549520972, 'last_sale_price': 51.01}]"
2019-08-05,"[{'sid': Equity(2 [AAPL]), 'amount': 556, 'cost_basis': 26.46047549520972, 'last_sale_price': 48.33}]"
2019-08-06,"[{'sid': Equity(2 [AAPL]), 'amount': 546, 'cost_basis': 26.460530440264666, 'last_sale_price': 49.25}]"
2019-08-07,"[{'sid': Equity(2 [AAPL]), 'amount': 546, 'cost_basis': 26.460530440264666, 'last_sale_price': 49.76}]"
2019-08-08,"[{'sid': Equity(2 [AAPL]), 'amount': 546, 'cost_basis': 26.460530440264666, 'last_sale_price': 50.86}]"
2019-08-09,"[{'sid': Equity(2 [AAPL]), 'amount': 546, 'cost_basis': 26.460530440264666, 'last_sale_price': 50.25}]"
2019-08-12,"[{'sid': Equity(2 [AAPL]), 'amount': 546, 'cost_basis': 26.460530440264666, 'last_sale_price': 50.120000000000005}]"
2019-08-13,"[{'sid': Equity(2 [AAPL]), 'amount': 546, 'cost_basis': 26.460530440264666, 'last_sale_price': 52.24}]"
2019-08-14,"[{'sid': Equity(2 [AAPL]), 'amount': 546, 'cost_basis': 26.460530440264666, 'last_sale_price': 50.69}]"
2019-08-15,"[{'sid': Equity(2 [AAPL]), 'amount': 546, 'cost_basis': 26.460530440264666, 'last_sale_price': 50.44}]"
2019-08-16,"[{'sid': Equity(2 [AAPL]), 'amount': 546, 'cost_basis': 26.460530440264666, 'last_sale_price': 51.620000000000005}]"
2019-08-19,"[{'sid': Equity(2 [AAPL]), 'amount': 546, 'cost_basis': 26.460530440264666, 'last_sale_price': 52.59}]"
2019-08-20,"[{'sid': Equity(2 [AAPL]), 'amount': 546, 'cost_basis': 26.460530440264666, 'last_sale_price': 52.59}]"
2019-08-21,"[{'sid': Equity(2 [AAPL]), 'amount': 546, 'cost_basis': 26.460530440264666, 'last_sale_price': 53.160000000000004}]"
2019-08-22,"[{'sid': Equity(2 [AAPL]), 'amount': 546, 'cost_basis': 26.460530440264666, 'last_sale_price': 53.120000000000005}]"
2019-08-23,"[{'sid': Equity(2 [AAPL]), 'amount': 546, 'cost_basis': 26.460530440264666, 'last_sale_price': 50.660000000000004}]"
2019-08-26,"[{'sid': Equity(2 [AAPL]), 'amount': 546, 'cost_basis': 26.460530440264666, 'last_sale_price': 51.620000000000005}]"
2019-08-27,"[{'sid': Equity(2 [AAPL]), 'amount': 546, 'cost_basis': 26.460530440264666, 'last_sale_price': 51.04}]"
2019-08-28,"[{'sid': Equity(2 [AAPL]), 'amount': 546, 'cost_basis': 26.460530440264666, 'last_sale_price': 51.38}]"
2019-08-29,"[{'sid': Equity(2 [AAPL]), 'amount': 546, 'cost_basis': 26.460530440264666, 'last_sale_price': 52.25}]"
2019-08-30,"[{'sid': Equity(2 [AAPL]), 'amount': 546, 'cost_basis': 26.460530440264666, 'last_sale_price': 52.19}]"
2019-09-03,"[{'sid': Equity(2 [AAPL]), 'amount': 546, 'cost_basis': 26.460530440264666, 'last_sale_price': 51.42}]"
2019-09-04,"[{'sid': Equity(2 [AAPL]), 'amount': 546, 'cost_basis': 26.460530440264666, 'last_sale_price': 52.300000000000004}]"
2019-09-05,"[{'sid': Equity(2 [AAPL]), 'amount': 546, 'cost_basis': 26.460530440264666, 'last_sale_price': 53.32}]"
2019-09-06,"[{'sid': Equity(2 [AAPL]), 'amount': 546, 'cost_basis': 26.460530440264666, 'last_sale_price': 53.31}]"
2019-09-09,"[{'sid': Equity(2 [AAPL]), 'amount': 546, 'cost_basis': 26.460530440264666, 'last_sale_price': 53.54}]"
2019-09-10,"[{'sid': Equity(2 [AAPL]), 'amount': 546, 'cost_basis': 26.460530440264666, 'last_sale_price': 54.17}]"
2019-09-11,"[{'sid': Equity(2 [AAPL]), 'amount': 546, 'cost_basis': 26.460530440264666, 'last_sale_price': 55.9}]"
2019-09-12,"[{'sid': Equity(2 [AAPL]), 'amount': 546, 'cost_basis': 26.460530440264666, 'last_sale_price': 55.77}]"
2019-09-13,"[{'sid': Equity(2 [AAPL]), 'amount': 546, 'cost_basis': 26.460530440264666, 'last_sale_price': 54.69}]"
2019-09-16,"[{'sid': Equity(2 [AAPL]), 'amount': 546, 'cost_basis': 26.460530440264666, 'last_sale_price': 54.97}]"
2019-09-17,"[{'sid': Equity(2 [AAPL]), 'amount': 546, 'cost_basis': 26.460530440264666, 'last_sale_price': 55.17}]"
2019-09-18,"[{'sid': Equity(2 [AAPL]), 'amount': 546, 'cost_basis': 26.460530440264666, 'last_sale_price': 55.69}]"
2019-09-19,"[{'sid': Equity(2 [AAPL]), 'amount': 546, 'cost_basis': 26.460530440264666, 'last_sale_price': 55.24}]"
2019-09-20,"[{'sid': Equity(2 [AAPL]), 'amount': 546, 'cost_basis': 26.460530440264666, 'last_sale_price': 54.43}]"
2019-09-23,"[{'sid': Equity(2 [AAPL]), 'amount': 546, 'cost_basis': 26.460530440264666, 'last_sale_price': 54.68}]"
2019-09-24,"[{'sid': Equity(2 [AAPL]), 'amount': 546, 'cost_basis': 26.460530440264666, 'last_sale_price': 54.42}]"
2019-09-25,"[{'sid': Equity(2 [AAPL]), 'amount': 546, 'cost_basis': 26.460530440264666, 'last_sale_price': 55.26}]"
2019-09-26,"[{'sid': Equity(2 [AAPL]), 'amount': 546, 'cost_basis': 26.460530440264666, 'last_sale_price': 54.97}]"
2019-09-27,"[{'sid': Equity(2 [AAPL]), 'amount': 546, 'cost_basis': 26.460530440264666, 'last_sale_price': 54.71}]"
2019-09-30,"[{'sid': Equity(2 [AAPL]), 'amount': 546, 'cost_basis': 26.460530440264666, 'last_sale_price': 55.99}]"
2019-10-01,"[{'sid': Equity(2 [AAPL]), 'amount': 546, 'cost_basis': 26.460530440264666, 'last_sale_price': 56.15}]"
2019-10-02,"[{'sid': Equity(2 [AAPL]), 'amount': 546, 'cost_basis': 26.460530440264666, 'last_sale_price': 54.74}]"
2019-10-03,"[{'sid': Equity(2 [AAPL]), 'amount': 546, 'cost_basis': 26.460530440264666, 'last_sale_price': 55.21}]"
2019-10-04,"[{'sid': Equity(2 [AAPL]), 'amount': 546, 'cost_basis': 26.460530440264666, 'last_sale_price': 56.75}]"
2019-10-07,"[{'sid': Equity(2 [AAPL]), 'amount': 546, 'cost_basis': 26.460530440264666, 'last_sale_price': 56.76}]"
2019-10-08,"[{'sid': Equity(2 [AAPL]), 'amount': 546, 'cost_basis': 26.460530440264666, 'last_sale_price': 56.1}]"
2019-10-09,"[{'sid': Equity(2 [AAPL]), 'amount': 546, 'cost_basis': 26.460530440264666, 'last_sale_price': 56.76}]"
2019-10-10,"[{'sid': Equity(2 [AAPL]), 'amount': 546, 'cost_basis': 26.460530440264666, 'last_sale_price': 57.52}]"
2019-10-11,"[{'sid': Equity(2 [AAPL]), 'amount': 546, 'cost_basis': 26.460530440264666, 'last_sale_price': 59.050000000000004}]"
2019-10-14,"[{'sid': Equity(2 [AAPL]), 'amount': 546, 'cost_basis': 26.460530440264666, 'last_sale_price': 58.97}]"
2019-10-15,"[{'sid': Equity(2 [AAPL]), 'amount': 546, 'cost_basis': 26.460530440264666, 'last_sale_price': 58.83}]"
2019-10-16,"[{'sid': Equity(2 [AAPL]), 'amount': 546, 'cost_basis': 26.460530440264666, 'last_sale_price': 58.59}]"
2019-10-17,"[{'sid': Equity(2 [AAPL]), 'amount': 546, 'cost_basis': 26.460530440264666, 'last_sale_price': 58.82}]"
2019-10-18,"[{'sid': Equity(2 [AAPL]), 'amount': 546, 'cost_basis': 26.460530440264666, 'last_sale_price': 59.1}]"
2019-10-21,"[{'sid': Equity(2 [AAPL]), 'amount': 546, 'cost_basis': 26.460530440264666, 'last_sale_price': 60.13}]"
2019-10-22,"[{'sid': Equity(2 [AAPL]), 'amount': 546, 'cost_basis': 26.460530440264666, 'last_sale_price': 59.99}]"
2019-10-23,"[{'sid': Equity(2 [AAPL]), 'amount': 546, 'cost_basis': 26.460530440264666, 'last_sale_price': 60.79}]"
2019-10-24,"[{'sid': Equity(2 [AAPL]), 'amount': 546, 'cost_basis': 26.460530440264666, 'last_sale_price': 60.9}]"
2019-10-25,"[{'sid': Equity(2 [AAPL]), 'amount': 546, 'cost_basis': 26.460530440264666, 'last_sale_price': 61.65}]"
2019-10-28,"[{'sid': Equity(2 [AAPL]), 'amount': 546, 'cost_basis': 26.460530440264666, 'last_sale_price': 62.26}]"
2019-10-29,"[{'sid': Equity(2 [AAPL]), 'amount': 546, 'cost_basis': 26.460530440264666, 'last_sale_price': 60.82}]"
2019-10-30,"[{'sid': Equity(2 [AAPL]), 'amount': 546, 'cost_basis': 26.460530440264666, 'last_sale_price': 60.81}]"
2019-10-31,"[{'sid': Equity(2 [AAPL]), 'amount': 546, 'cost_basis': 26.460530440264666, 'last_sale_price': 62.190000000000005}]"
2019-11-01,"[{'sid': Equity(2 [AAPL]), 'amount': 546, 'cost_basis': 26.460530440264666, 'last_sale_price': 63.96}]"
2019-11-04,"[{'sid': Equity(2 [AAPL]), 'amount': 546, 'cost_basis': 26.460530440264666, 'last_sale_price': 64.38}]"
2019-11-05,"[{'sid': Equity(2 [AAPL]), 'amount': 546, 'cost_basis': 26.460530440264666, 'last_sale_price': 64.28}]"
2019-11-06,"[{'sid': Equity(2 [AAPL]), 'amount': 546, 'cost_basis': 26.460530440264666, 'last_sale_price': 64.31}]"
2019-11-07,"[{'sid': Equity(2 [AAPL]), 'amount': 546, 'cost_basis': 26.460530440264666, 'last_sale_price': 64.86}]"
2019-11-08,"[{'sid': Equity(2 [AAPL]), 'amount': 546, 'cost_basis': 26.460530440264666, 'last_sale_price': 65.04}]"
2019-11-11,"[{'sid': Equity(2 [AAPL]), 'amount': 546, 'cost_basis': 26.460530440264666, 'last_sale_price': 65.55}]"
2019-11-12,"[{'sid': Equity(2 [AAPL]), 'amount': 546, 'cost_basis': 26.460530440264666, 'last_sale_price': 65.49}]"
2019-11-13,"[{'sid': Equity(2 [AAPL]), 'amount': 546, 'cost_basis': 26.460530440264666, 'last_sale_price': 66.12}]"
2019-11-14,"[{'sid': Equity(2 [AAPL]), 'amount': 546, 'cost_basis': 26.460530440264666, 'last_sale_price': 65.66}]"
2019-11-15,"[{'sid': Equity(2 [AAPL]), 'amount': 546, 'cost_basis': 26.460530440264666, 'last_sale_price': 66.44}]"
2019-11-18,"[{'sid': Equity(2 [AAPL]), 'amount': 546, 'cost_basis': 26.460530440264666, 'last_sale_price': 66.78}]"
2019-11-19,"[{'sid': Equity(2 [AAPL]), 'amount': 546, 'cost_basis': 26.460530440264666, 'last_sale_price': 66.57000000000001}]"
2019-11-20,"[{'sid': Equity(2 [AAPL]), 'amount': 546, 'cost_basis': 26.460530440264666, 'last_sale_price': 65.8}]"
2019-11-21,"[{'sid': Equity(2 [AAPL]), 'amount': 546, 'cost_basis': 26.460530440264666, 'last_sale_price': 65.5}]"
2019-11-22,"[{'sid': Equity(2 [AAPL]), 'amount': 546, 'cost_basis': 26.460530440264666, 'last_sale_price': 65.44}]"
2019-11-25,"[{'sid': Equity(2 [AAPL]), 'amount': 546, 'cost_basis': 26.460530440264666, 'last_sale_price': 66.59}]"
2019-11-26,"[{'sid': Equity(2 [AAPL]), 'amount': 546, 'cost_basis': 26.460530440264666, 'last_sale_price': 66.07000000000001}]"
2019-11-27,"[{'sid': Equity(2 [AAPL]), 'amount': 546, 'cost_basis': 26.460530440264666, 'last_sale_price': 66.96000000000001}]"
