Date,positions
2018-05-21,"[{'sid': Equity(2 [AAPL]), 'amount': 612, 'cost_basis': 21.04933458452481, 'last_sale_price': 46.910000000000004}]"
2018-05-22,"[{'sid': Equity(2 [AAPL]), 'amount': 612, 'cost_basis': 21.04933458452481, 'last_sale_price': 46.79}]"
2018-05-23,"[{'sid': Equity(2 [AAPL]), 'amount': 612, 'cost_basis': 21.04933458452481, 'last_sale_price': 47.09}]"
2018-05-24,"[{'sid': Equity(2 [AAPL]), 'amount': 612, 'cost_basis': 21.04933458452481, 'last_sale_price': 47.04}]"
2018-05-25,"[{'sid': Equity(2 [AAPL]), 'amount': 612, 'cost_basis': 21.04933458452481, 'last_sale_price': 47.15}]"
2018-05-29,"[{'sid': Equity(2 [AAPL]), 'amount': 612, 'cost_basis': 21.04933458452481, 'last_sale_price': 46.97}]"
2018-05-30,"[{'sid': Equity(2 [AAPL]), 'amount': 612, 'cost_basis': 21.04933458452481, 'last_sale_price': 46.88}]"
2018-05-31,"[{'sid': Equity(2 [AAPL]), 'amount': 612, 'cost_basis': 21.04933458452481, 'last_sale_price': 46.72}]"
2018-06-01,"[{'sid': Equity(2 [AAPL]), 'amount': 612, 'cost_basis': 21.04933458452481, 'last_sale_price': 47.56}]"
2018-06-04,"[{'sid': Equity(2 [AAPL]), 'amount': 612, 'cost_basis': 21.04933458452481, 'last_sale_price': 47.96}]"
2018-06-05,"[{'sid': Equity(2 [AAPL]), 'amount': 612, 'cost_basis': 21.04933458452481, 'last_sale_price': 48.33}]"
2018-06-06,"[{'sid': Equity(2 [AAPL]), 'amount': 612, 'cost_basis': 21.04933458452481, 'last_sale_price': 48.49}]"
2018-06-07,"[{'sid': Equity(2 [AAPL]), 'amount': 612, 'cost_basis': 21.04933458452481, 'last_sale_price': 48.370000000000005}]"
2018-06-08,"[{'sid': Equity(2 [AAPL]), 'amount': 612, 'cost_basis': 21.04933458452481, 'last_sale_price': 47.92}]"
2018-06-11,"[{'sid': Equity(2 [AAPL]), 'amount': 612, 'cost_basis': 21.04933458452481, 'last_sale_price': 47.81}]"
2018-06-12,"[{'sid': Equity(2 [AAPL]), 'amount': 612, 'cost_basis': 21.04933458452481, 'last_sale_price': 48.07}]"
2018-06-13,"[{'sid': Equity(2 [AAPL]), 'amount': 612, 'cost_basis': 21.04933458452481, 'last_sale_price': 47.67}]"
2018-06-14,"[{'sid': Equity(2 [AAPL]), 'amount': 612, 'cost_basis': 21.04933458452481, 'last_sale_price': 47.7}]"
2018-06-15,"[{'sid': Equity(2 [AAPL]), 'amount': 612, 'cost_basis': 21.04933458452481, 'last_sale_price': 47.21}]"
2018-06-18,"[{'sid': Equity(2 [AAPL]), 'amount': 612, 'cost_basis': 21.04933458452481, 'last_sale_price': 47.19}]"
2018-06-19,"[{'sid': Equity(2 [AAPL]), 'amount': 612, 'cost_basis': 21.04933458452481, 'last_sale_price': 46.42}]"
2018-06-20,"[{'sid': Equity(2 [AAPL]), 'amount': 612, 'cost_basis': 21.04933458452481, 'last_sale_price': 46.62}]"
2018-06-21,"[{'sid': Equity(2 [AAPL]), 'amount': 612, 'cost_basis': 21.04933458452481, 'last_sale_price': 46.37}]"
2018-06-22,"[{'sid': Equity(2 [AAPL]), 'amount': 612, 'cost_basis': 21.04933458452481, 'last_sale_price': 46.230000000000004}]"
2018-06-25,"[{'sid': Equity(2 [AAPL]), 'amount': 612, 'cost_basis': 21.04933458452481, 'last_sale_price': 45.54}]"
2018-06-26,"[{'sid': Equity(2 [AAPL]), 'amount': 566, 'cost_basis': 21.04957840077923, 'last_sale_price': 46.11}]"
2018-06-27,"[{'sid': Equity(2 [AAPL]), 'amount': 566, 'cost_basis': 21.04957840077923, 'last_sale_price': 46.04}]"
2018-06-28,"[{'sid': Equity(2 [AAPL]), 'amount': 566, 'cost_basis': 21.04957840077923, 'last_sale_price': 46.38}]"
2018-06-29,"[{'sid': Equity(2 [AAPL]), 'amount': 566, 'cost_basis': 21.04957840077923, 'last_sale_price': 46.28}]"
2018-07-02,"[{'sid': Equity(2 [AAPL]), 'amount': 566, 'cost_basis': 21.04957840077923, 'last_sale_price': 46.79}]"
2018-07-03,"[{'sid': Equity(2 [AAPL]), 'amount': 566, 'cost_basis': 21.04957840077923, 'last_sale_price': 45.980000000000004}]"
2018-07-05,"[{'sid': Equity(2 [AAPL]), 'amount': 566, 'cost_basis': 21.04957840077923, 'last_sale_price': 46.35}]"
2018-07-06,"[{'sid': Equity(2 [AAPL]), 'amount': 566, 'cost_basis': 21.04957840077923, 'last_sale_price': 46.99}]"
2018-07-09,"[{'sid': Equity(2 [AAPL]), 'amount': 566, 'cost_basis': 21.04957840077923, 'last_sale_price': 47.65}]"
2018-07-10,"[{'sid': Equity(2 [AAPL]), 'amount': 566, 'cost_basis': 21.04957840077923, 'last_sale_price': 47.59}]"
2018-07-11,"[{'sid': Equity(2 [AAPL]), 'amount': 566, 'cost_basis': 21.04957840077923, 'last_sale_price': 46.97}]"
2018-07-12,"[{'sid': Equity(2 [AAPL]), 'amount': 566, 'cost_basis': 21.04957840077923, 'last_sale_price': 47.76}]"
2018-07-13,"[{'sid': Equity(2 [AAPL]), 'amount': 566, 'cost_basis': 21.04957840077923, 'last_sale_price': 47.83}]"
2018-07-16,"[{'sid': Equity(2 [AAPL]), 'amount': 566, 'cost_basis': 21.04957840077923, 'last_sale_price': 47.730000000000004}]"
2018-07-17,"[{'sid': Equity(2 [AAPL]), 'amount': 566, 'cost_basis': 21.04957840077923, 'last_sale_price': 47.86}]"
2018-07-18,"[{'sid': Equity(2 [AAPL]), 'amount': 566, 'cost_basis': 21.04957840077923, 'last_sale_price': 47.6}]"
2018-07-19,"[{'sid': Equity(2 [AAPL]), 'amount': 566, 'cost_basis': 21.04957840077923, 'last_sale_price': 47.97}]"
2018-07-20,"[{'sid': Equity(2 [AAPL]), 'amount': 566, 'cost_basis': 21.04957840077923, 'last_sale_price': 47.86}]"
2018-07-23,"[{'sid': Equity(2 [AAPL]), 'amount': 566, 'cost_basis': 21.04957840077923, 'last_sale_price': 47.9}]"
2018-07-24,"[{'sid': Equity(2 [AAPL]), 'amount': 566, 'cost_basis': 21.04957840077923, 'last_sale_price': 48.25}]"
2018-07-25,"[{'sid': Equity(2 [AAPL]), 'amount': 566, 'cost_basis': 21.04957840077923, 'last_sale_price': 48.71}]"
2018-07-26,"[{'sid': Equity(2 [AAPL]), 'amount': 566, 'cost_basis': 21.04957840077923, 'last_sale_price': 48.550000000000004}]"
2018-07-27,"[{'sid': Equity(2 [AAPL]), 'amount': 566, 'cost_basis': 21.04957840077923, 'last_sale_price': 47.74}]"
2018-07-30,"[{'sid': Equity(2 [AAPL]), 'amount': 566, 'cost_basis': 21.04957840077923, 'last_sale_price': 47.480000000000004}]"
2018-07-31,"[{'sid': Equity(2 [AAPL]), 'amount': 566, 'cost_basis': 21.04957840077923, 'last_sale_price': 47.57}]"
2018-08-01,"[{'sid': Equity(2 [AAPL]), 'amount': 566, 'cost_basis': 21.04957840077923, 'last_sale_price': 50.38}]"
2018-08-02,"[{'sid': Equity(2 [AAPL]), 'amount': 566, 'cost_basis': 21.04957840077923, 'last_sale_price': 51.85}]"
2018-08-03,"[{'sid': Equity(2 [AAPL]), 'amount': 566, 'cost_basis': 21.04957840077923, 'last_sale_price': 52.0}]"
2018-08-06,"[{'sid': Equity(2 [AAPL]), 'amount': 566, 'cost_basis': 21.04957840077923, 'last_sale_price': 52.27}]"
2018-08-07,"[{'sid': Equity(2 [AAPL]), 'amount': 566, 'cost_basis': 21.04957840077923, 'last_sale_price': 51.78}]"
2018-08-08,"[{'sid': Equity(2 [AAPL]), 'amount': 566, 'cost_basis': 21.04957840077923, 'last_sale_price': 51.81}]"
2018-08-09,"[{'sid': Equity(2 [AAPL]), 'amount': 566, 'cost_basis': 21.04957840077923, 'last_sale_price': 52.22}]"
2018-08-10,"[{'sid': Equity(2 [AAPL]), 'amount': 566, 'cost_basis': 21.04957840077923, 'last_sale_price': 51.88}]"
2018-08-13,"[{'sid': Equity(2 [AAPL]), 'amount': 566, 'cost_basis': 21.04957840077923, 'last_sale_price': 52.22}]"
2018-08-14,"[{'sid': Equity(2 [AAPL]), 'amount': 566, 'cost_basis': 21.04957840077923, 'last_sale_price': 52.44}]"
2018-08-15,"[{'sid': Equity(2 [AAPL]), 'amount': 566, 'cost_basis': 21.04957840077923, 'last_sale_price': 52.56}]"
2018-08-16,"[{'sid': Equity(2 [AAPL]), 'amount': 566, 'cost_basis': 21.04957840077923, 'last_sale_price': 53.33}]"
2018-08-17,"[{'sid': Equity(2 [AAPL]), 'amount': 566, 'cost_basis': 21.04957840077923, 'last_sale_price': 54.4}]"
2018-08-20,"[{'sid': Equity(2 [AAPL]), 'amount': 566, 'cost_basis': 21.04957840077923, 'last_sale_price': 53.870000000000005}]"
2018-08-21,"[{'sid': Equity(2 [AAPL]), 'amount': 566, 'cost_basis': 21.04957840077923, 'last_sale_price': 53.76}]"
2018-08-22,"[{'sid': Equity(2 [AAPL]), 'amount': 566, 'cost_basis': 21.04957840077923, 'last_sale_price': 53.76}]"
2018-08-23,"[{'sid': Equity(2 [AAPL]), 'amount': 566, 'cost_basis': 21.04957840077923, 'last_sale_price': 53.870000000000005}]"
2018-08-24,"[{'sid': Equity(2 [AAPL]), 'amount': 566, 'cost_basis': 21.04957840077923, 'last_sale_price': 54.04}]"
2018-08-27,"[{'sid': Equity(2 [AAPL]), 'amount': 566, 'cost_basis': 21.04957840077923, 'last_sale_price': 54.49}]"
2018-08-28,"[{'sid': Equity(2 [AAPL]), 'amount': 566, 'cost_basis': 21.04957840077923, 'last_sale_price': 54.92}]"
2018-08-29,"[{'sid': Equity(2 [AAPL]), 'amount': 566, 'cost_basis': 21.04957840077923, 'last_sale_price': 55.74}]"
2018-08-30,"[{'sid': Equity(2 [AAPL]), 'amount': 566, 'cost_basis': 21.04957840077923, 'last_sale_price': 56.26}]"
2018-08-31,"[{'sid': Equity(2 [AAPL]), 'amount': 566, 'cost_basis': 21.04957840077923, 'last_sale_price': 56.910000000000004}]"
2018-09-04,"[{'sid': Equity(2 [AAPL]), 'amount': 566, 'cost_basis': 21.04957840077923, 'last_sale_price': 57.09}]"
2018-09-05,"[{'sid': Equity(2 [AAPL]), 'amount': 566, 'cost_basis': 21.04957840077923, 'last_sale_price': 56.72}]"
2018-09-06,"[{'sid': Equity(2 [AAPL]), 'amount': 566, 'cost_basis': 21.04957840077923, 'last_sale_price': 55.78}]"
2018-09-07,"[{'sid': Equity(2 [AAPL]), 'amount': 566, 'cost_basis': 21.04957840077923, 'last_sale_price': 55.33}]"
2018-09-10,"[{'sid': Equity(2 [AAPL]), 'amount': 566, 'cost_basis': 21.04957840077923, 'last_sale_price': 54.58}]"
2018-09-11,"[{'sid': Equity(2 [AAPL]), 'amount': 566, 'cost_basis': 21.04957840077923, 'last_sale_price': 55.96}]"
2018-09-12,"[{'sid': Equity(2 [AAPL]), 'amount': 566, 'cost_basis': 21.04957840077923, 'last_sale_price': 55.27}]"
2018-09-13,"[{'sid': Equity(2 [AAPL]), 'amount': 566, 'cost_basis': 21.04957840077923, 'last_sale_price': 56.6}]"
2018-09-14,"[{'sid': Equity(2 [AAPL]), 'amount': 566, 'cost_basis': 21.04957840077923, 'last_sale_price': 55.96}]"
2018-09-17,"[{'sid': Equity(2 [AAPL]), 'amount': 566, 'cost_basis': 21.04957840077923, 'last_sale_price': 54.47}]"
2018-09-18,"[{'sid': Equity(2 [AAPL]), 'amount': 566, 'cost_basis': 21.04957840077923, 'last_sale_price': 54.56}]"
2018-09-19,"[{'sid': Equity(2 [AAPL]), 'amount': 566, 'cost_basis': 21.04957840077923, 'last_sale_price': 54.59}]"
2018-09-20,"[{'sid': Equity(2 [AAPL]), 'amount': 566, 'cost_basis': 21.04957840077923, 'last_sale_price': 55.01}]"
2018-09-21,"[{'sid': Equity(2 [AAPL]), 'amount': 566, 'cost_basis': 21.04957840077923, 'last_sale_price': 54.42}]"
2018-09-24,"[{'sid': Equity(2 [AAPL]), 'amount': 566, 'cost_basis': 21.04957840077923, 'last_sale_price': 55.2}]"
2018-09-25,"[{'sid': Equity(2 [AAPL]), 'amount': 566, 'cost_basis': 21.04957840077923, 'last_sale_price': 55.550000000000004}]"
2018-09-26,"[{'sid': Equity(2 [AAPL]), 'amount': 566, 'cost_basis': 21.04957840077923, 'last_sale_price': 55.1}]"
2018-09-27,"[{'sid': Equity(2 [AAPL]), 'amount': 566, 'cost_basis': 21.04957840077923, 'last_sale_price': 56.24}]"
2018-09-28,"[{'sid': Equity(2 [AAPL]), 'amount': 566, 'cost_basis': 21.04957840077923, 'last_sale_price': 56.44}]"
2018-10-01,"[{'sid': Equity(2 [AAPL]), 'amount': 566, 'cost_basis': 21.04957840077923, 'last_sale_price': 56.81}]"
2018-10-02,"[{'sid': Equity(2 [AAPL]), 'amount': 566, 'cost_basis': 21.04957840077923, 'last_sale_price': 57.32}]"
2018-10-03,"[{'sid': Equity(2 [AAPL]), 'amount': 566, 'cost_basis': 21.04957840077923, 'last_sale_price': 58.02}]"
2018-10-04,"[{'sid': Equity(2 [AAPL]), 'amount': 566, 'cost_basis': 21.04957840077923, 'last_sale_price': 57.0}]"
2018-10-05,"[{'sid': Equity(2 [AAPL]), 'amount': 566, 'cost_basis': 21.04957840077923, 'last_sale_price': 56.07}]"
2018-10-08,"[{'sid': Equity(2 [AAPL]), 'amount': 566, 'cost_basis': 21.04957840077923, 'last_sale_price': 55.94}]"
2018-10-09,"[{'sid': Equity(2 [AAPL]), 'amount': 566, 'cost_basis': 21.04957840077923, 'last_sale_price': 56.72}]"
2018-10-10,"[{'sid': Equity(2 [AAPL]), 'amount': 566, 'cost_basis': 21.04957840077923, 'last_sale_price': 54.09}]"
2018-10-11,"[{'sid': Equity(2 [AAPL]), 'amount': 566, 'cost_basis': 21.04957840077923, 'last_sale_price': 53.61}]"
2018-10-12,"[{'sid': Equity(2 [AAPL]), 'amount': 566, 'cost_basis': 21.04957840077923, 'last_sale_price': 55.53}]"
2018-10-15,"[{'sid': Equity(2 [AAPL]), 'amount': 566, 'cost_basis': 21.04957840077923, 'last_sale_price': 54.34}]"
2018-10-16,"[{'sid': Equity(2 [AAPL]), 'amount': 566, 'cost_basis': 21.04957840077923, 'last_sale_price': 55.54}]"
2018-10-17,"[{'sid': Equity(2 [AAPL]), 'amount': 566, 'cost_basis': 21.04957840077923, 'last_sale_price': 55.300000000000004}]"
2018-10-18,"[{'sid': Equity(2 [AAPL]), 'amount': 566, 'cost_basis': 21.04957840077923, 'last_sale_price': 54.01}]"
2018-10-19,"[{'sid': Equity(2 [AAPL]), 'amount': 566, 'cost_basis': 21.04957840077923, 'last_sale_price': 54.83}]"
2018-10-22,"[{'sid': Equity(2 [AAPL]), 'amount': 566, 'cost_basis': 21.04957840077923, 'last_sale_price': 55.160000000000004}]"
2018-10-23,"[{'sid': Equity(2 [AAPL]), 'amount': 566, 'cost_basis': 21.04957840077923, 'last_sale_price': 55.68}]"
2018-10-24,"[{'sid': Equity(2 [AAPL]), 'amount': 566, 'cost_basis': 21.04957840077923, 'last_sale_price': 53.77}]"
2018-10-25,"[{'sid': Equity(2 [AAPL]), 'amount': 566, 'cost_basis': 21.04957840077923, 'last_sale_price': 54.95}]"
2018-10-26,"[{'sid': Equity(2 [AAPL]), 'amount': 566, 'cost_basis': 21.04957840077923, 'last_sale_price': 54.08}]"
2018-10-29,"[{'sid': Equity(2 [AAPL]), 'amount': 566, 'cost_basis': 21.04957840077923, 'last_sale_price': 53.06}]"
2018-10-30,"[{'sid': Equity(2 [AAPL]), 'amount': 566, 'cost_basis': 21.04957840077923, 'last_sale_price': 53.33}]"
2018-10-31,"[{'sid': Equity(2 [AAPL]), 'amount': 566, 'cost_basis': 21.04957840077923, 'last_sale_price': 54.72}]"
2018-11-01,"[{'sid': Equity(2 [AAPL]), 'amount': 566, 'cost_basis': 21.04957840077923, 'last_sale_price': 55.56}]"
2018-11-02,"[{'sid': Equity(2 [AAPL]), 'amount': 566, 'cost_basis': 21.04957840077923, 'last_sale_price': 51.870000000000005}]"
2018-11-05,"[{'sid': Equity(2 [AAPL]), 'amount': 511, 'cost_basis': 21.04990129706103, 'last_sale_price': 50.4}]"
2018-11-06,"[{'sid': Equity(2 [AAPL]), 'amount': 522, 'cost_basis': 21.679832495781966, 'last_sale_price': 50.94}]"
2018-11-07,"[{'sid': Equity(2 [AAPL]), 'amount': 518, 'cost_basis': 21.679855661805135, 'last_sale_price': 52.49}]"
2018-11-08,"[{'sid': Equity(2 [AAPL]), 'amount': 518, 'cost_basis': 21.679855661805135, 'last_sale_price': 52.120000000000005}]"
2018-11-09,"[{'sid': Equity(2 [AAPL]), 'amount': 518, 'cost_basis': 21.679855661805135, 'last_sale_price': 51.120000000000005}]"
2018-11-12,"[{'sid': Equity(2 [AAPL]), 'amount': 518, 'cost_basis': 21.679855661805135, 'last_sale_price': 48.54}]"
2018-11-13,"[{'sid': Equity(2 [AAPL]), 'amount': 538, 'cost_basis': 22.66064169668227, 'last_sale_price': 48.06}]"
2018-11-14,"[{'sid': Equity(2 [AAPL]), 'amount': 542, 'cost_basis': 22.838076075304542, 'last_sale_price': 46.7}]"
2018-11-15,"[{'sid': Equity(2 [AAPL]), 'amount': 555, 'cost_basis': 23.42401123029741, 'last_sale_price': 47.85}]"
2018-11-16,"[{'sid': Equity(2 [AAPL]), 'amount': 555, 'cost_basis': 23.42401123029741, 'last_sale_price': 48.38}]"
2018-11-19,"[{'sid': Equity(2 [AAPL]), 'amount': 555, 'cost_basis': 23.42401123029741, 'last_sale_price': 46.47}]"
2018-11-20,"[{'sid': Equity(2 [AAPL]), 'amount': 555, 'cost_basis': 23.42401123029741, 'last_sale_price': 44.24}]"
2018-11-21,"[{'sid': Equity(2 [AAPL]), 'amount': 579, 'cost_basis': 24.284901956502708, 'last_sale_price': 44.19}]"
2018-11-23,"[{'sid': Equity(2 [AAPL]), 'amount': 579, 'cost_basis': 24.284901956502708, 'last_sale_price': 43.07}]"
2018-11-26,"[{'sid': Equity(2 [AAPL]), 'amount': 579, 'cost_basis': 24.284901956502708, 'last_sale_price': 43.65}]"
2018-11-27,"[{'sid': Equity(2 [AAPL]), 'amount': 579, 'cost_basis': 24.284901956502708, 'last_sale_price': 43.56}]"
2018-11-28,"[{'sid': Equity(2 [AAPL]), 'amount': 579, 'cost_basis': 24.284901956502708, 'last_sale_price': 45.24}]"
2018-11-29,"[{'sid': Equity(2 [AAPL]), 'amount': 579, 'cost_basis': 24.284901956502708, 'last_sale_price': 44.89}]"
2018-11-30,"[{'sid': Equity(2 [AAPL]), 'amount': 579, 'cost_basis': 24.284901956502708, 'last_sale_price': 44.65}]"
2018-12-03,"[{'sid': Equity(2 [AAPL]), 'amount': 579, 'cost_basis': 24.284901956502708, 'last_sale_price': 46.21}]"
2018-12-04,"[{'sid': Equity(2 [AAPL]), 'amount': 579, 'cost_basis': 24.284901956502708, 'last_sale_price': 44.17}]"
2018-12-06,"[{'sid': Equity(2 [AAPL]), 'amount': 579, 'cost_basis': 24.284901956502708, 'last_sale_price': 43.68}]"
2018-12-07,"[{'sid': Equity(2 [AAPL]), 'amount': 579, 'cost_basis': 24.284901956502708, 'last_sale_price': 42.12}]"
2018-12-10,"[{'sid': Equity(2 [AAPL]), 'amount': 579, 'cost_basis': 24.284901956502708, 'last_sale_price': 42.4}]"
2018-12-11,"[{'sid': Equity(2 [AAPL]), 'amount': 579, 'cost_basis': 24.284901956502708, 'last_sale_price': 42.160000000000004}]"
2018-12-12,"[{'sid': Equity(2 [AAPL]), 'amount': 579, 'cost_basis': 24.284901956502708, 'last_sale_price': 42.28}]"
2018-12-13,"[{'sid': Equity(2 [AAPL]), 'amount': 579, 'cost_basis': 24.284901956502708, 'last_sale_price': 42.74}]"
2018-12-14,"[{'sid': Equity(2 [AAPL]), 'amount': 579, 'cost_basis': 24.284901956502708, 'last_sale_price': 41.37}]"
2018-12-17,"[{'sid': Equity(2 [AAPL]), 'amount': 579, 'cost_basis': 24.284901956502708, 'last_sale_price': 40.99}]"
2018-12-18,"[{'sid': Equity(2 [AAPL]), 'amount': 579, 'cost_basis': 24.284901956502708, 'last_sale_price': 41.52}]"
2018-12-19,"[{'sid': Equity(2 [AAPL]), 'amount': 579, 'cost_basis': 24.284901956502708, 'last_sale_price': 40.22}]"
2018-12-20,"[{'sid': Equity(2 [AAPL]), 'amount': 579, 'cost_basis': 24.284901956502708, 'last_sale_price': 39.21}]"
2018-12-21,"[{'sid': Equity(2 [AAPL]), 'amount': 639, 'cost_basis': 25.542939331478994, 'last_sale_price': 37.68}]"
2018-12-24,"[{'sid': Equity(2 [AAPL]), 'amount': 660, 'cost_basis': 25.898350352750118, 'last_sale_price': 36.71}]"
2018-12-26,"[{'sid': Equity(2 [AAPL]), 'amount': 674, 'cost_basis': 26.176577496758277, 'last_sale_price': 39.29}]"
2018-12-27,"[{'sid': Equity(2 [AAPL]), 'amount': 674, 'cost_basis': 26.176577496758277, 'last_sale_price': 39.04}]"
2018-12-28,"[{'sid': Equity(2 [AAPL]), 'amount': 674, 'cost_basis': 26.176577496758277, 'last_sale_price': 39.06}]"
2018-12-31,"[{'sid': Equity(2 [AAPL]), 'amount': 674, 'cost_basis': 26.176577496758277, 'last_sale_price': 39.44}]"
2019-01-02,"[{'sid': Equity(2 [AAPL]), 'amount': 674, 'cost_basis': 26.176577496758277, 'last_sale_price': 39.480000000000004}]"
2019-01-03,"[{'sid': Equity(2 [AAPL]), 'amount': 674, 'cost_basis': 26.176577496758277, 'last_sale_price': 35.550000000000004}]"
2019-01-04,"[{'sid': Equity(2 [AAPL]), 'amount': 692, 'cost_basis': 26.459750336437978, 'last_sale_price': 37.06}]"
2019-01-07,"[{'sid': Equity(2 [AAPL]), 'amount': 692, 'cost_basis': 26.459750336437978, 'last_sale_price': 36.980000000000004}]"
2019-01-08,"[{'sid': Equity(2 [AAPL]), 'amount': 692, 'cost_basis': 26.459750336437978, 'last_sale_price': 37.69}]"
2019-01-09,"[{'sid': Equity(2 [AAPL]), 'amount': 692, 'cost_basis': 26.459750336437978, 'last_sale_price': 38.33}]"
2019-01-10,"[{'sid': Equity(2 [AAPL]), 'amount': 692, 'cost_basis': 26.459750336437978, 'last_sale_price': 38.45}]"
2019-01-11,"[{'sid': Equity(2 [AAPL]), 'amount': 692, 'cost_basis': 26.459750336437978, 'last_sale_price': 38.07}]"
2019-01-14,"[{'sid': Equity(2 [AAPL]), 'amount': 692, 'cost_basis': 26.459750336437978, 'last_sale_price': 37.5}]"
2019-01-15,"[{'sid': Equity(2 [AAPL]), 'amount': 692, 'cost_basis': 26.459750336437978, 'last_sale_price': 38.27}]"
2019-01-16,"[{'sid': Equity(2 [AAPL]), 'amount': 692, 'cost_basis': 26.459750336437978, 'last_sale_price': 38.74}]"
2019-01-17,"[{'sid': Equity(2 [AAPL]), 'amount': 692, 'cost_basis': 26.459750336437978, 'last_sale_price': 38.97}]"
2019-01-18,"[{'sid': Equity(2 [AAPL]), 'amount': 692, 'cost_basis': 26.459750336437978, 'last_sale_price': 39.21}]"
2019-01-22,"[{'sid': Equity(2 [AAPL]), 'amount': 692, 'cost_basis': 26.459750336437978, 'last_sale_price': 38.33}]"
2019-01-23,"[{'sid': Equity(2 [AAPL]), 'amount': 692, 'cost_basis': 26.459750336437978, 'last_sale_price': 38.480000000000004}]"
2019-01-24,"[{'sid': Equity(2 [AAPL]), 'amount': 692, 'cost_basis': 26.459750336437978, 'last_sale_price': 38.17}]"
2019-01-25,"[{'sid': Equity(2 [AAPL]), 'amount': 692, 'cost_basis': 26.459750336437978, 'last_sale_price': 39.44}]"
2019-01-28,"[{'sid': Equity(2 [AAPL]), 'amount': 692, 'cost_basis': 26.459750336437978, 'last_sale_price': 39.08}]"
2019-01-29,"[{'sid': Equity(2 [AAPL]), 'amount': 692, 'cost_basis': 26.459750336437978, 'last_sale_price': 38.67}]"
2019-01-30,"[{'sid': Equity(2 [AAPL]), 'amount': 692, 'cost_basis': 26.459750336437978, 'last_sale_price': 41.31}]"
2019-01-31,"[{'sid': Equity(2 [AAPL]), 'amount': 692, 'cost_basis': 26.459750336437978, 'last_sale_price': 41.61}]"
2019-02-01,"[{'sid': Equity(2 [AAPL]), 'amount': 692, 'cost_basis': 26.459750336437978, 'last_sale_price': 41.63}]"
2019-02-04,"[{'sid': Equity(2 [AAPL]), 'amount': 692, 'cost_basis': 26.459750336437978, 'last_sale_price': 42.81}]"
2019-02-05,"[{'sid': Equity(2 [AAPL]), 'amount': 692, 'cost_basis': 26.459750336437978, 'last_sale_price': 43.54}]"
2019-02-06,"[{'sid': Equity(2 [AAPL]), 'amount': 692, 'cost_basis': 26.459750336437978, 'last_sale_price': 43.56}]"
2019-02-07,"[{'sid': Equity(2 [AAPL]), 'amount': 692, 'cost_basis': 26.459750336437978, 'last_sale_price': 42.74}]"
2019-02-08,"[{'sid': Equity(2 [AAPL]), 'amount': 692, 'cost_basis': 26.459750336437978, 'last_sale_price': 42.6}]"
2019-02-11,"[{'sid': Equity(2 [AAPL]), 'amount': 692, 'cost_basis': 26.459750336437978, 'last_sale_price': 42.36}]"
2019-02-12,"[{'sid': Equity(2 [AAPL]), 'amount': 692, 'cost_basis': 26.459750336437978, 'last_sale_price': 42.72}]"
2019-02-13,"[{'sid': Equity(2 [AAPL]), 'amount': 692, 'cost_basis': 26.459750336437978, 'last_sale_price': 42.54}]"
2019-02-14,"[{'sid': Equity(2 [AAPL]), 'amount': 692, 'cost_basis': 26.459750336437978, 'last_sale_price': 42.7}]"
2019-02-15,"[{'sid': Equity(2 [AAPL]), 'amount': 692, 'cost_basis': 26.459750336437978, 'last_sale_price': 42.6}]"
2019-02-19,"[{'sid': Equity(2 [AAPL]), 'amount': 692, 'cost_basis': 26.459750336437978, 'last_sale_price': 42.730000000000004}]"
2019-02-20,"[{'sid': Equity(2 [AAPL]), 'amount': 692, 'cost_basis': 26.459750336437978, 'last_sale_price': 43.01}]"
2019-02-21,"[{'sid': Equity(2 [AAPL]), 'amount': 692, 'cost_basis': 26.459750336437978, 'last_sale_price': 42.76}]"
2019-02-22,"[{'sid': Equity(2 [AAPL]), 'amount': 692, 'cost_basis': 26.459750336437978, 'last_sale_price': 43.24}]"
2019-02-25,"[{'sid': Equity(2 [AAPL]), 'amount': 692, 'cost_basis': 26.459750336437978, 'last_sale_price': 43.56}]"
2019-02-26,"[{'sid': Equity(2 [AAPL]), 'amount': 692, 'cost_basis': 26.459750336437978, 'last_sale_price': 43.58}]"
2019-02-27,"[{'sid': Equity(2 [AAPL]), 'amount': 692, 'cost_basis': 26.459750336437978, 'last_sale_price': 43.72}]"
2019-02-28,"[{'sid': Equity(2 [AAPL]), 'amount': 692, 'cost_basis': 26.459750336437978, 'last_sale_price': 43.29}]"
2019-03-01,"[{'sid': Equity(2 [AAPL]), 'amount': 692, 'cost_basis': 26.459750336437978, 'last_sale_price': 43.74}]"
2019-03-04,"[{'sid': Equity(2 [AAPL]), 'amount': 692, 'cost_basis': 26.459750336437978, 'last_sale_price': 43.96}]"
2019-03-05,"[{'sid': Equity(2 [AAPL]), 'amount': 692, 'cost_basis': 26.459750336437978, 'last_sale_price': 43.88}]"
2019-03-06,"[{'sid': Equity(2 [AAPL]), 'amount': 692, 'cost_basis': 26.459750336437978, 'last_sale_price': 43.63}]"
2019-03-07,"[{'sid': Equity(2 [AAPL]), 'amount': 692, 'cost_basis': 26.459750336437978, 'last_sale_price': 43.12}]"
2019-03-08,"[{'sid': Equity(2 [AAPL]), 'amount': 692, 'cost_basis': 26.459750336437978, 'last_sale_price': 43.230000000000004}]"
